Start time,End time,Move Minutes count,Average systolic blood pressure (mmHg),Max systolic blood pressure (mmHg),Min systolic blood pressure (mmHg),Average diastolic blood pressure (mmHg),Max diastolic blood pressure (mmHg),Min diastolic blood pressure (mmHg),Body position,Blood pressure measurement location,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average oxygen saturation (%),Max oxygen saturation (%),Min oxygen saturation (%),Average supplemental oxygen flow rate (L/min),Max supplemental oxygen flow rate (L/min),Min supplemental oxygen flow rate (L/min),Oxygen therapy administration mode,Oxygen saturation system,Oxygen saturation measurement method,Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms)
00:00:00.000-04:00,00:15:00.000-04:00,,,,,,,,,,15.651041711370151,,,,57.42857142857143,62.0,55.0,,,,,96.1571431841169,96.4000015258789,95.69999694824219,0.0,0.0,0.0,,,,,,,,,,,
00:15:00.000-04:00,00:30:00.000-04:00,,,,,,,,,,15.651041711370151,,,,56.5,58.0,56.0,,,,,94.63928386143277,95.4000015258789,94.0999984741211,0.0,0.0,0.0,,,,,,,,,,,
00:30:00.000-04:00,00:45:00.000-04:00,,,,,,,,,,15.651041711370151,,,,58.214285714285715,60.0,57.0,,,,,94.50357137407575,94.5999984741211,94.30000305175781,0.0,0.0,0.0,,,,,,,,,,,
00:45:00.000-04:00,01:00:00.000-04:00,,,,,,,,,,15.651041711370151,,,,56.464285714285715,60.0,54.0,,,,,95.58928571428571,96.0,94.5,0.0,0.0,0.0,,,,,,,,,,,
01:00:00.000-04:00,01:15:00.000-04:00,,,,,,,,,,15.651041711370151,,,,53.464285714285715,55.0,51.0,,,,,96.10357121058873,96.5,95.5999984741211,0.0,0.0,0.0,,,,,,,,,,,
01:15:00.000-04:00,01:30:00.000-04:00,,,,,,,,,,15.651041711370151,,,,53.75,56.0,53.0,,,,,96.03571374075753,96.19999694824219,95.80000305175781,0.0,0.0,0.0,,,,,,,,,,,
01:30:00.000-04:00,01:45:00.000-04:00,,,,,,,,,,15.651041711370151,,,,55.464285714285715,62.0,54.0,,,,,95.55714253016882,96.5,95.19999694824219,0.0,0.0,0.0,,,,,,,,,,,
01:45:00.000-04:00,02:00:00.000-04:00,,,,,,,,,,15.651041711370151,,,,54.035714285714285,59.0,52.0,,,,,96.88571439470563,97.5999984741211,96.19999694824219,0.0,0.0,0.0,,,,,,,,,,,
02:00:00.000-04:00,02:15:00.000-04:00,,,,,,,,,,15.651041711370151,,,,53.964285714285715,60.0,52.0,,,,,96.6285721915109,97.0,96.19999694824219,0.0,0.0,0.0,,,,,,,,,,,
02:15:00.000-04:00,02:30:00.000-04:00,,,,,,,,,,15.651041711370151,,,,54.785714285714285,61.0,52.0,,,,,96.56071390424457,97.0,96.19999694824219,0.0,0.0,0.0,,,,,,,,,,,
02:30:00.000-04:00,02:45:00.000-04:00,,,,,,,,,,15.651041711370151,,,,56.75,65.0,52.0,,,,,96.67692507230319,96.9000015258789,96.30000305175781,0.0,0.0,0.0,,,,,,,,,,,
02:45:00.000-04:00,03:00:00.000-04:00,,,,,,,,,,15.651041711370151,,,,52.214285714285715,58.0,51.0,,,,,95.90000016348702,96.4000015258789,95.69999694824219,0.0,0.0,0.0,,,,,,,,,,,
03:00:00.000-04:00,03:15:00.000-04:00,,,,,,,,,,15.651041711370151,,,,52.714285714285715,57.0,51.0,,,,,96.27142769949776,96.80000305175781,96.0,0.0,0.0,0.0,,,,,,,,,,,
03:15:00.000-04:00,03:30:00.000-04:00,,,,,,,,,,15.651041711370151,,,,53.17857142857143,54.0,53.0,,,,,95.84285790579659,96.0,95.69999694824219,0.0,0.0,0.0,,,,,,,,,,,
03:30:00.000-04:00,03:45:00.000-04:00,,,,,,,,,,15.651041711370151,,,,53.75,55.0,53.0,,,,,95.78571537562779,95.9000015258789,95.69999694824219,0.0,0.0,0.0,,,,,,,,,,,
03:45:00.000-04:00,04:00:00.000-04:00,,,,,,,,,,15.651041711370151,32.69999980926514,,,63.857142857142854,76.0,54.0,,,,,95.79285567147392,96.0999984741211,95.5999984741211,0.0,0.0,0.0,,,,0.27711864245139944,0.3135593220338983,0.2406779628689006,46,,,,
04:00:00.000-04:00,04:15:00.000-04:00,,,,,,,,,,15.651041711370151,12.699999809265137,,,56.035714285714285,64.0,54.0,,,,,96.78076846782977,98.0,94.69999694824219,0.0,0.0,0.0,,,,0.10762711702767065,0.1440677966101695,0.07118643744517181,18,,,,
04:15:00.000-04:00,04:30:00.000-04:00,,,,,,,,,,15.651041711370151,,,,53.25,55.0,52.0,,,,,96.2535721915109,97.30000305175781,94.0999984741211,0.0,0.0,0.0,,,,,,,,,,,
04:30:00.000-04:00,04:45:00.000-04:00,,,,,,,,,,15.651041711370151,,,,53.92857142857143,56.0,52.0,,,,,94.11785643441335,96.19999694824219,93.0,0.0,0.0,0.0,,,,,,,,,,,
04:45:00.000-04:00,05:00:00.000-04:00,,,,,,,,,,15.651041711370151,,,,55.285714285714285,61.0,52.0,,,,,94.62142808096749,96.0999984741211,93.5,0.0,0.0,0.0,,,,,,,,,,,
05:00:00.000-04:00,05:15:00.000-04:00,,,,,,,,,,15.651041711370151,,,,55.785714285714285,58.0,54.0,,,,,94.8499995640346,95.0999984741211,94.0,0.0,0.0,0.0,,,,,,,,,,,
05:15:00.000-04:00,05:30:00.000-04:00,,,,,,,,,,15.651041711370151,,,,58.142857142857146,59.0,57.0,,,,,95.01428549630302,95.19999694824219,94.9000015258789,0.0,0.0,0.0,,,,,,,,,,,
05:30:00.000-04:00,05:45:00.000-04:00,,,,,,,,,,15.651041711370151,,,,57.57142857142857,59.0,55.0,,,,,95.55357170104979,96.0999984741211,95.19999694824219,0.0,0.0,0.0,,,,,,,,,,,
