Start time,End time,Move Minutes count,Average systolic blood pressure (mmHg),Max systolic blood pressure (mmHg),Min systolic blood pressure (mmHg),Average diastolic blood pressure (mmHg),Max diastolic blood pressure (mmHg),Min diastolic blood pressure (mmHg),Body position,Blood pressure measurement location,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average oxygen saturation (%),Max oxygen saturation (%),Min oxygen saturation (%),Average supplemental oxygen flow rate (L/min),Max supplemental oxygen flow rate (L/min),Min supplemental oxygen flow rate (L/min),Oxygen therapy administration mode,Oxygen saturation system,Oxygen saturation measurement method,Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms)
00:00:00.000-04:00,00:15:00.000-04:00,,,,,,,,,,15.536458536982536,,,,57.82142857142857,59.0,57.0,,,,,,,,,,,,,,,,,,,,,
00:15:00.000-04:00,00:30:00.000-04:00,,,,,,,,,,15.536458536982536,,,,59.107142857142854,60.0,58.0,,,,,91.38999938964844,92.5999984741211,90.0999984741211,0.0,0.0,0.0,,,,,,,,,,,
00:30:00.000-04:00,00:45:00.000-04:00,,,,,,,,,,15.536458536982536,4.199999809265137,,,72.25,90.0,60.0,,,,,90.0,90.5999984741211,89.4000015258789,0.0,0.0,0.0,,,,0.07118643744517181,0.07118643744517181,0.07118643744517181,6,,,,
00:45:00.000-04:00,01:00:00.000-04:00,,,,,,,,,,15.536458536982536,,,,57.0,59.0,55.0,,,,,,,,,,,,,,,,,,,,,
01:00:00.000-04:00,01:15:00.000-04:00,,,,,,,,,,15.536458536982536,,,,57.214285714285715,63.0,56.0,,,,,93.27500247955322,94.80000305175781,92.30000305175781,0.0,0.0,0.0,,,,,,,,,,,
01:15:00.000-04:00,01:30:00.000-04:00,,,,,,,,,,15.536458536982536,,,,55.5,58.0,54.0,,,,,96.34285708836146,97.5,95.0999984741211,0.0,0.0,0.0,,,,,,,,,,,
01:30:00.000-04:00,01:45:00.000-04:00,,,,,,,,,,15.536458536982536,,,,57.892857142857146,64.0,55.0,,,,,93.5692300062913,96.9000015258789,91.80000305175781,0.0,0.0,0.0,,,,,,,,,,,
01:45:00.000-04:00,02:00:00.000-04:00,,,,,,,,,,15.536458536982536,,,,55.464285714285715,57.0,55.0,,,,,96.95357104710169,98.5,95.69999694824219,0.0,0.0,0.0,,,,,,,,,,,
02:00:00.000-04:00,02:15:00.000-04:00,,,,,,,,,,15.536458536982536,,,,57.5,66.0,55.0,,,,,98.46071352277485,99.69999694824219,95.5999984741211,0.0,0.0,0.0,,,,,,,,,,,
02:15:00.000-04:00,02:30:00.000-04:00,,,,,,,,,,15.536458536982536,,,,55.92857142857143,56.0,55.0,,,,,95.4250011444092,95.5999984741211,95.30000305175781,0.0,0.0,0.0,,,,,,,,,,,
02:30:00.000-04:00,02:45:00.000-04:00,,,,,,,,,,15.536458536982536,,,,56.357142857142854,61.0,55.0,,,,,95.82692366379958,96.0,95.69999694824219,0.0,0.0,0.0,,,,,,,,,,,
02:45:00.000-04:00,03:00:00.000-04:00,,,,,,,,,,15.536458536982536,,,,56.57142857142857,65.0,53.0,,,,,96.15357153756275,98.4000015258789,94.4000015258789,0.0,0.0,0.0,,,,,,,,,,,
03:00:00.000-04:00,03:15:00.000-04:00,,,,,,,,,,15.536458536982536,,,,58.07142857142857,62.0,56.0,,,,,96.31071417672294,96.69999694824219,96.0,0.0,0.0,0.0,,,,,,,,,,,
03:15:00.000-04:00,03:30:00.000-04:00,,,,,,,,,,15.536458536982536,,,,57.57142857142857,67.0,55.0,,,,,96.42142868041992,96.69999694824219,96.19999694824219,0.0,0.0,0.0,,,,,,,,,,,
03:30:00.000-04:00,03:45:00.000-04:00,,,,,,,,,,15.536458536982536,,,,56.142857142857146,61.0,54.0,,,,,,,,,,,,,,,,,,,,,
03:45:00.000-04:00,04:00:00.000-04:00,,,,,,,,,,15.536458536982536,,,,57.107142857142854,64.0,54.0,,,,,92.3249979019165,95.5999984741211,90.0,0.0,0.0,0.0,,,,,,,,,,,
04:00:00.000-04:00,04:15:00.000-04:00,,,,,,,,,,15.536458536982536,,,,52.142857142857146,57.0,50.0,,,,,95.77499961853029,98.30000305175781,89.80000305175781,0.0,0.0,0.0,,,,,,,,,,,
04:15:00.000-04:00,04:30:00.000-04:00,,,,,,,,,,15.536458536982536,,,,53.107142857142854,61.0,50.0,,,,,99.18571390424457,100.0,98.0999984741211,0.0,0.0,0.0,,,,,,,,,,,
04:30:00.000-04:00,04:45:00.000-04:00,,,,,,,,,,15.536458536982536,,,,54.42857142857143,61.0,52.0,,,,,96.91666666666667,98.5,92.19999694824219,0.0,0.0,0.0,,,,,,,,,,,
04:45:00.000-04:00,05:00:00.000-04:00,,,,,,,,,,15.536458536982536,,,,52.464285714285715,56.0,52.0,,,,,,,,,,,,,,,,,,,,,
05:00:00.000-04:00,05:15:00.000-04:00,,,,,,,,,,15.536458536982536,,,,53.785714285714285,61.0,51.0,,,,,95.89230728149415,97.5999984741211,95.0,0.0,0.0,0.0,,,,,,,,,,,
05:15:00.000-04:00,05:30:00.000-04:00,,,,,,,,,,15.536458536982536,,,,52.17857142857143,54.0,51.0,,,,,97.82500049046106,99.5,93.9000015258789,0.0,0.0,0.0,,,,,,,,,,,
05:30:00.000-04:00,05:45:00.000-04:00,,,,,,,,,,15.536458536982536,3.5,,,64.46428571428571,76.0,51.0,,,,,96.50714274815151,96.69999694824219,96.4000015258789,0.0,0.0,0.0,,,,0.059322033898305086,0.059322033898305086,0.059322033898305086,5,,,,
05:45:00.000-04:00,06:00:00.000-04:00,,,,,,,,,,15.536458536982536,,,,55.464285714285715,57.0,54.0,,,,,92.96666590372722,94.4000015258789,91.9000015258789,0.0,0.0,0.0,,,,,,,,,,,
06:00:00.000-04:00,06:15:00.000-04:00,,,,,,,,,,15.536458536982536,,,,54.535714285714285,62.0,53.0,,,,,91.8499984741211,92.19999694824219,91.5,0.0,0.0,0.0,,,,,,,,,,,
06:15:00.000-04:00,06:30:00.000-04:00,,,,,,,,,,15.536458536982536,,,,56.57142857142857,65.0,53.0,,,,,,,,,,,,,,,,,,,,,
06:30:00.000-04:00,06:45:00.000-04:00,,,,,,,,,,15.536458536982536,,,,53.107142857142854,55.0,52.0,,,,,92.17727210304953,96.4000015258789,87.69999694824219,0.0,0.0,0.0,,,,,,,,,,,
06:45:00.000-04:00,07:00:00.000-04:00,,,,,,,,,,15.536458536982536,,,,55.035714285714285,58.0,52.0,,,,,96.69999885559082,97.0,96.4000015258789,0.0,0.0,0.0,,,,,,,,,,,
07:00:00.000-04:00,07:15:00.000-04:00,,,,,,,,,,15.536458536982536,,,,54.5,57.0,53.0,,,,,,,,,,,,,,,,,,,,,
07:15:00.000-04:00,07:30:00.000-04:00,,,,,,,,,,15.536458536982536,12.799999237060547,,,55.357142857142854,61.0,54.0,,,,,,,,,,,,,,0.21694913961119572,0.21694913961119572,0.21694913961119572,18,,,,
07:30:00.000-04:00,07:45:00.000-04:00,,,,,,,,,,15.536458536982536,,,,62.035714285714285,68.0,60.0,,,,,,,,,,,,,,,,,,,,,
07:45:00.000-04:00,08:00:00.000-04:00,,,,,,,,,,15.536458536982536,17.799999237060547,,,62.82142857142857,72.0,59.0,,,,,,,,,,,,,,0.3016949023230601,0.3016949023230601,0.3016949023230601,25,,,,
08:00:00.000-04:00,08:15:00.000-04:00,,,,,,,,,,15.536458536982536,,,,70.5,73.0,68.0,,,,,,,,,,,,,,,,,,,,,
08:15:00.000-04:00,08:30:00.000-04:00,,,,,,,,,,15.536458536982536,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:30:00.000-04:00,08:45:00.000-04:00,,,,,,,,,,15.536458536982536,,,,,,,,,,,,,,,,,,,,,,,,,,,
08:45:00.000-04:00,09:00:00.000-04:00,,,,,,,,,,15.536458536982536,20.51672160628167,,,,,,,,,,,,,,,,,,,0.32057375458143084,0.32057375458143084,0.32057375458143084,32,,,,
09:00:00.000-04:00,09:15:00.000-04:00,2,105.0,105.0,105.0,67.0,67.0,67.0,,,15.536458536982536,55.779836867078295,,,,,,,,,,,,,,,,,,,0.3205737505724168,0.3205737505724168,0.3205737505724168,87,64.0999984741211,64.0999984741211,64.0999984741211,
09:15:00.000-04:00,09:30:00.000-04:00,1,,,,,,,,,15.536458536982536,29.4927873090299,,,,,,,,,,,,,,,,,,,0.32057376796190024,0.32057376796190024,0.32057376796190024,46,,,,
09:30:00.000-04:00,09:45:00.000-04:00,,,,,,,,,,15.536458536982536,,,,,,,,,,,,,,,,,,,,,,,,,,,
09:45:00.000-04:00,10:00:00.000-04:00,,,,,,,,,,15.536458536982536,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:00:00.000-04:00,10:15:00.000-04:00,,,,,,,,,,15.536458536982536,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:15:00.000-04:00,10:30:00.000-04:00,,,,,,,,,,15.536458536982536,,,,,,,,,,,,,,,,,,,,,,,,,,,
10:30:00.000-04:00,10:45:00.000-04:00,,,,,,,,,,15.536458536982536,,,,,,,,,,,,,,,,,,,,,,,17,,,,
10:45:00.000-04:00,11:00:00.000-04:00,,,,,,,,,,15.536458536982536,25.004754457655785,,,,,,,,,,,,,,,,,,,0.32057378772382644,0.32057378772382644,0.32057378772382644,60,,,,
11:00:00.000-04:00,11:15:00.000-04:00,,,,,,,,,,15.536458536982536,,,,,,,,,,,,,,,,,,,,,,,21,,,,
11:15:00.000-04:00,11:30:00.000-04:00,,,,,,,,,,15.536458536982536,18.43448239817615,,,70.0,70.0,70.0,,,,,,,,,,,,,,0.18722039281386005,0.27783061128700326,0.09661017434071686,27,,,,
11:30:00.000-04:00,11:45:00.000-04:00,,,,,,,,,,15.536458536982536,59.86360738429664,,,74.82142857142857,82.0,63.0,,,,,,,,,,,,,,0.21611655004397637,0.34915254883846997,0.09661017434071686,88,,,,
11:45:00.000-04:00,12:00:00.000-04:00,14,,,,,,,,,56.33607568257686,668.6000080108643,8.0,8,87.45505617977528,99.0,76.0,,,,,,,,,,,,,,0.954041732181315,1.1966102729409427,0.5067796545513605,,,,,841000
12:00:00.000-04:00,12:15:00.000-04:00,6,,,,,,,,,21.949092192994524,281.69999837875366,2.0,2,84.88690476190476,94.0,81.0,,,,,,,,,,,,,,0.3085956406073767,1.1118643809173068,0.08305084907402427,265,,,,132000
12:15:00.000-04:00,12:30:00.000-04:00,,,,,,,,,,15.546875044703484,9.899999618530273,,,66.96428571428571,85.0,60.0,,,,,,,,,,,,,,0.16779660370390295,0.16779660370390295,0.16779660370390295,14,,,,
12:30:00.000-04:00,12:45:00.000-04:00,,,,,,,,,,15.546875044703484,,,,63.714285714285715,67.0,62.0,,,,,,,,,,,,,,,,,,,,,
12:45:00.000-04:00,13:00:00.000-04:00,,,,,,,,,,15.546875044703484,,,,64.42857142857143,80.0,60.0,,,,,,,,,,,,,,,,,41,,,,
13:00:00.000-04:00,13:15:00.000-04:00,,,,,,,,,,15.546875044703484,,,,58.42857142857143,60.0,57.0,,,,,,,,,,,,,,,,,,,,,
13:15:00.000-04:00,13:30:00.000-04:00,,,,,,,,,,15.546875044703484,41.200000286102295,,,69.28571428571429,76.0,56.0,,,,,,,,,,,,,,0.18881355786727647,0.2525423664157673,0.09661017434071686,58,,,,
13:30:00.000-04:00,13:45:00.000-04:00,1,,,,,,,,,15.546875044703484,41.99999761581421,,,75.21428571428571,85.0,67.0,,,,,,,,,,,,,,0.3559321831848662,0.5915253849352821,0.1203389814344503,59,,,,
13:45:00.000-04:00,14:00:00.000-04:00,,,,,,,,,,15.546875044703484,,,,67.21428571428571,71.0,63.0,,,,,,,,,,,,,,,,,,,,,
14:00:00.000-04:00,14:15:00.000-04:00,,,,,,,,,,15.546875044703484,,,,65.10714285714286,83.0,60.0,,,,,,,,,,,,,,,,,,,,,
14:15:00.000-04:00,14:30:00.000-04:00,,,,,,,,,,15.546875044703484,,,,66.85714285714286,78.0,61.0,,,,,,,,,,,,,,,,,,,,,
14:30:00.000-04:00,14:45:00.000-04:00,,,,,,,,,,15.546875044703484,,,,61.892857142857146,64.0,60.0,,,,,,,,,,,,,,,,,,,,,
14:45:00.000-04:00,15:00:00.000-04:00,,,,,,,,,,15.546875044703484,79.59999883174896,,,76.42857142857143,95.0,61.0,,,,,,,,,,,,,,0.1601694892018528,0.2779660952293267,0.023728813155222746,112,,,,
15:00:00.000-04:00,15:15:00.000-04:00,1,,,,,,,,,15.546875044703484,37.69999980926514,,,72.82142857142857,86.0,63.0,,,,,,,,,,,,,,0.31949152380733165,0.3983050847457627,0.2406779628689006,53,,,,
15:15:00.000-04:00,15:30:00.000-04:00,,,,,,,,,,15.546875044703484,,,,64.78571428571429,69.0,63.0,,,,,,,,,,,,,,,,,,,,,
15:30:00.000-04:00,15:45:00.000-04:00,,,,,,,,,,15.546875044703484,21.899999141693115,,,74.67857142857143,86.0,63.0,,,,,,,,,,,,,,0.11355931880110402,0.17966100725076967,0.08305084907402427,31,,,,
15:45:00.000-04:00,16:00:00.000-04:00,,,,,,,,,,15.546875044703484,,,,63.07142857142857,66.0,61.0,,,,,,,,,,,,,,,,,,,,,
16:00:00.000-04:00,16:15:00.000-04:00,,,,,,,,,,15.546875044703484,26.299999237060547,,,70.46428571428571,92.0,62.0,,,,,,,,,,,,,,0.2228813494666148,0.3016949023230601,0.1440677966101695,37,,,,
16:15:00.000-04:00,16:30:00.000-04:00,2,,,,,,,,,15.546875044703484,54.79999923706055,,,82.03571428571429,90.0,72.0,,,,,,,,,,,,,,0.46440677319542834,0.4830508474576271,0.4457626989332296,77,,,,
16:30:00.000-04:00,16:45:00.000-04:00,,,,,,,,,,15.546875044703484,22.000000476837158,,,81.85714285714286,110.0,71.0,,,,,,,,,,,,,,0.14131356194867925,0.20508475222830044,0.07118643744517181,31,,,,
16:45:00.000-04:00,17:00:00.000-04:00,,,,,,,,,,15.546875044703484,19.90000057220459,,,86.89285714285714,97.0,76.0,,,,,,,,,,,,,,0.1686440726458016,0.19322034868143373,0.1440677966101695,28,,,,
17:00:00.000-04:00,17:15:00.000-04:00,1,,,,,,,,,15.546875044703484,40.083906172838006,,,71.75,82.0,65.0,,,,,,,,,,,,,,0.29171462741556026,0.33728812912763173,0.2525423664157673,56,,,,
17:15:00.000-04:00,17:30:00.000-04:00,,,,,,,,,,15.546875044703484,,,,64.14285714285714,66.0,63.0,,,,,,,,,,,,,,,,,,,,,
17:30:00.000-04:00,17:45:00.000-04:00,,,,,,,,,,15.546875044703484,,,,63.82142857142857,68.0,62.0,,,,,,,,,,,,,,,,,,,,,
17:45:00.000-04:00,18:00:00.000-04:00,,,,,,,,,,15.546875044703484,19.200000286102295,,,71.57142857142857,81.0,62.0,,,,,,,,,,,,,,0.1627118668313754,0.19322034868143373,0.13220338498131703,43,,,,
18:00:00.000-04:00,18:15:00.000-04:00,,,,,,,,,,15.546875044703484,10.600000381469727,,,82.14285714285714,92.0,66.0,,,,,,,,,,,,,,0.08983051170737057,0.09661017434071686,0.08305084907402427,15,,,,
18:15:00.000-04:00,18:30:00.000-04:00,,,,,,,,,,15.546875044703484,,,,62.857142857142854,68.0,60.0,,,,,,,,,,,,,,,,,,,,,
18:30:00.000-04:00,18:45:00.000-04:00,,,,,,,,,,15.546875044703484,,,,61.892857142857146,64.0,60.0,,,,,,,,,,,,,,,,,,,,,
18:45:00.000-04:00,19:00:00.000-04:00,,,,,,,,,,15.546875044703484,,,,61.714285714285715,67.0,59.0,,,,,,,,,,,,,,,,,,,,,
19:00:00.000-04:00,19:15:00.000-04:00,,,,,,,,,,15.546875044703484,10.59999942779541,,,65.96428571428571,78.0,58.0,,,,,,,,,,,,,,0.17966100725076967,0.17966100725076967,0.17966100725076967,15,,,,
19:15:00.000-04:00,19:30:00.000-04:00,,,,,,,,,,15.546875044703484,43.19999837875366,,,74.92857142857143,91.0,57.0,,,,,,,,,,,,,,0.13124999504978374,0.21694913961119572,0.08305084907402427,61,,,,
19:30:00.000-04:00,19:45:00.000-04:00,2,,,,,,,,,15.546875044703484,55.58803563853267,,,73.96428571428571,88.0,63.0,,,,,,,,,,,,,,0.26625053932843723,0.5305084939730369,0.04745762631044549,78,,,,
19:45:00.000-04:00,20:00:00.000-04:00,,,,,,,,,,15.546875044703484,,,,73.46428571428571,75.0,69.0,,,,,,,,,,,,,,,,,,,,,
20:00:00.000-04:00,20:15:00.000-04:00,,,,,,,,,,15.546875044703484,76.10000038146973,,,77.5,84.0,70.0,,,,,,,,,,,,,,0.1670197750215477,0.2898305149401649,0.09661017434071686,107,,,,
