Date,Move Minutes count,Average systolic blood pressure (mmHg),Max systolic blood pressure (mmHg),Min systolic blood pressure (mmHg),Average diastolic blood pressure (mmHg),Max diastolic blood pressure (mmHg),Min diastolic blood pressure (mmHg),Body position,Blood pressure measurement location,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Low latitude (deg),Low longitude (deg),High latitude (deg),High longitude (deg),Average oxygen saturation (%),Max oxygen saturation (%),Min oxygen saturation (%),Average supplemental oxygen flow rate (L/min),Max supplemental oxygen flow rate (L/min),Min supplemental oxygen flow rate (L/min),Oxygen therapy administration mode,Oxygen saturation system,Oxygen saturation measurement method,Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Biking duration (ms),Inactive duration (ms),Walking duration (ms)
2023-06-13,35,125.0,125.0,125.0,74.0,74.0,74.0,,,,1524.5901315858293,,,,,,,,,,,,,,,,,,,0.335299338852071,0.9342120356571065,0.2671448125817926,2678,64.5999984741211,64.5999984741211,64.5999984741211,,,
2023-06-14,5,123.0,123.0,123.0,69.0,69.0,69.0,,,,417.3870551777927,,,,,,,,,,,,,,,,,,,0.3232415220760364,0.7221033602511225,0.2671448125817926,834,64.1500015258789,64.1500015258789,64.1500015258789,,,
2023-06-15,6,123.46549082846201,128.0,112.0,80.49352953033663,85.0,73.0,,,,235.30115092204295,,,,,,,,,,,,,,,,,,,0.3163495624338952,0.7264193922834684,0.2671448125817926,512,64.44999694824219,64.44999694824219,64.44999694824219,,,
2023-06-16,2,124.0,124.0,124.0,72.0,72.0,72.0,,,,162.21033019966447,,,,,,,,,,,,,,,,,,,0.3201541726778049,0.32299980966801084,0.2778306050850643,469,64.30000305175781,64.30000305175781,64.30000305175781,,,
2023-06-17,12,125.5,126.0,125.0,80.5,84.0,77.0,,,,461.6262361413376,,,,,,,,,,,,,,,,,,,0.3358740617334339,0.5411796437764802,0.2564590200785209,827,64.0999984741211,64.0999984741211,64.0999984741211,,,
2023-06-18,1,108.0,108.0,108.0,71.0,71.0,71.0,,,,88.47836192708971,,,,,,,,,,,,,,,,,,,0.3205737614530862,0.32057378075793647,0.3205737477425246,207,64.69999694824219,64.69999694824219,64.69999694824219,,,
2023-06-19,8,125.0,125.0,125.0,78.0,78.0,78.0,,,,762.3277455535598,,,67.52466990965948,102.0,51.0,,,,,92.61509784573161,98.5,79.19999694824219,0.0,0.0,0.0,,,,0.1781015188577372,0.7491525553040586,0.011864406577611373,1270,64.0999984741211,64.0999984741211,64.0999984741211,,,
2023-06-20,11,123.0,123.0,123.0,77.0,77.0,77.0,,,,1122.4885700357938,,,69.11188325225851,98.0,55.0,,,,,94.62435684788119,98.69999694824219,85.5,0.0,0.0,0.0,,,,0.1960732936138788,0.7972522224297082,0.011864406577611373,1686,63.849998474121094,63.849998474121094,63.849998474121094,,,
2023-06-21,25,120.5,132.0,109.0,74.5,77.0,72.0,,,1502.5000042915344,1401.226050312462,,,65.90340514246004,98.0,53.0,,,,,96.63995011264866,100.0,90.0999984741211,0.0,0.0,0.0,,,,0.15209595574491255,0.8564161002365424,0.011864406577611373,2086,64.5999984741211,64.5999984741211,64.5999984741211,,,
2023-06-22,66,129.0,130.0,128.0,76.0,77.0,75.0,,,867.4794141799633,2933.897407095325,9.0,9,66.59394834375723,118.0,51.0,,,,,95.76263792382295,99.5999984741211,90.0999984741211,0.0,0.0,0.0,,,,0.22518220423523638,1.5345201126251196,0.011864406577611373,2867,64.0,64.0,64.0,2011142,,
2023-06-23,40,133.0,133.0,133.0,74.0,74.0,74.0,,,1491.5000195503233,2655.5542462512963,3.0,3,68.8815149409312,113.0,54.0,,,,,95.66589556565465,97.9000015258789,91.30000305175781,0.0,0.0,0.0,,,,0.2039708905840454,1.3733138630193436,0.023728813155222746,3995,64.4000015258789,64.4000015258789,64.4000015258789,,,
2023-06-24,45,136.0,136.0,136.0,83.0,83.0,83.0,,,1578.7202332998258,2492.136625755607,27.0,27,67.8788800092657,108.0,55.0,,,,,95.01856575587452,99.0,87.4000015258789,0.0,0.0,0.0,,,,0.25329360715376764,1.2949151507878707,0.035593218722585904,1694,63.75,63.75,63.75,1639000,,
2023-06-25,15,125.0,125.0,125.0,75.0,75.0,75.0,,,1490.6723407445131,1275.0550843572958,,,68.99131341209173,168.0,53.0,,,,,93.9270406364761,98.0999984741211,89.69999694824219,0.0,0.0,0.0,,,,0.16378604168543098,0.6271186440677966,0.023728813155222746,1840,64.55000305175781,64.55000305175781,64.55000305175781,,,
2023-06-26,17,114.0,114.0,114.0,70.0,70.0,70.0,,,1453.3202222181194,1314.0730057195894,,,72.50833912439194,118.0,50.0,,,,,94.52117736162438,100.0,84.30000305175781,0.0,0.0,0.0,,,,0.20519165301718212,0.711864406779661,0.011864406577611373,2014,63.5,63.5,63.5,,,
2023-06-27,42,97.0,97.0,97.0,70.0,70.0,70.0,,,1491.5000195503235,2446.318262716527,2.0,2,67.75503822098679,99.0,53.0,,,,,97.11797705193938,100.0,89.9000015258789,0.0,0.0,0.0,,,,0.1926910204760779,1.8424068298802485,0.011864406577611373,3520,63.650001525878906,63.650001525878906,63.650001525878906,,,
2023-06-28,30,125.0,125.0,125.0,75.0,75.0,75.0,,,1491.5000195503235,2014.5180377117385,16.0,11,66.23071577484365,113.0,51.0,,,,,94.20866055741874,100.0,78.9000015258789,0.0,0.0,0.0,,,,0.23823063436920175,2.060638293744918,0.011864406577611373,3003,63.75,63.75,63.75,,,
2023-06-29,30,105.0,105.0,105.0,67.0,67.0,67.0,,,1539.2018462148144,1924.4928202788524,10.0,10,64.99171878619411,110.0,50.0,,,,,95.34169388783828,100.0,87.69999694824219,0.0,0.0,0.0,,,,0.20175889454001747,1.1966102729409427,0.023728813155222746,1783,64.0999984741211,64.0999984741211,64.0999984741211,973000,,
2023-06-30,19,107.0,107.0,107.0,70.0,70.0,70.0,,,1341.1598128841486,1356.1870555866606,,,66.34051424600418,97.0,51.0,,,,,93.56877861374537,99.9000015258789,85.69999694824219,0.0,0.0,0.0,,,,0.175572043181444,1.1728814335192663,0.011864406577611373,1967,64.30000305175781,64.30000305175781,64.30000305175781,,,
2023-07-01,10,98.0,98.0,98.0,67.0,67.0,67.0,,,1494.5000500679014,1116.4681620034871,4.0,3,66.31097984711606,109.0,52.0,,,,,91.98631804428375,100.0,85.0999984741211,0.0,0.0,0.0,,,,0.21472975051847082,1.6423729072182864,0.011864406577611373,1679,64.3499984741211,64.3499984741211,64.3499984741211,,,
2023-07-02,14,121.0,121.0,121.0,73.0,73.0,73.0,,,1494.5000500679014,1258.2220495353831,,,66.15879082696317,105.0,51.0,,,,,95.04753339978205,100.0,88.0999984741211,0.0,0.0,0.0,,,,0.1928164994258743,0.9661016949152542,0.011864406577611373,1826,64.55000305175781,64.55000305175781,64.55000305175781,,,
2023-07-03,20,110.0,110.0,110.0,75.0,75.0,75.0,,,908.1657358778565,614.7002189150106,11.0,11,72.44266851980542,107.0,53.0,,,,,97.1852026851372,100.0,90.30000305175781,0.0,0.0,0.0,,,,0.23410508146041026,0.7694536922524662,0.04745762631044549,951,64.1500015258789,64.1500015258789,64.1500015258789,681884,,402043
2023-07-04,49,105.0,105.0,105.0,72.0,72.0,72.0,,,,2624.27369127039,1.0,1,70.06845031271716,140.0,53.0,,,,,93.11728435198239,100.0,86.5,0.0,0.0,0.0,,,,0.17164137356603268,1.2620661855299056,0.011864406577611373,3803,64.4000015258789,64.4000015258789,64.4000015258789,,,
2023-07-05,7,111.0,111.0,111.0,78.0,78.0,78.0,,,1493.0000348091125,833.3973557451291,,,67.03891591382904,103.0,53.0,,,,,95.21486949356746,100.0,89.80000305175781,0.0,0.0,0.0,,,,0.1898439145557949,0.5423728813559322,0.011864406577611373,1207,64.0,64.0,64.0,,,
2023-07-06,20,116.0,116.0,116.0,83.0,83.0,83.0,,,1493.0000348091125,1392.2669577654528,,,67.80264072272412,105.0,52.0,,,,,94.96379379535222,98.9000015258789,89.5,0.0,0.0,0.0,,,,0.12490843773299116,0.9661016949152542,0.04745762631044549,2055,64.3499984741211,64.3499984741211,64.3499984741211,,,
2023-07-07,51,113.0,113.0,113.0,78.0,78.0,78.0,,,1344.0381484795503,2066.702171046433,1.0,1,65.78179291174426,106.0,48.0,,,,,95.80181370084244,100.0,90.9000015258789,0.0,0.0,0.0,,,,0.20534212053906548,1.8175021483699605,0.011864406577611373,3131,64.69999694824219,64.69999694824219,64.69999694824219,,,169066
2023-07-08,8,124.0,124.0,124.0,75.0,75.0,75.0,,,,1276.8795082971887,,,70.14489228630994,99.0,53.0,,,,,94.95224552805163,100.0,81.80000305175781,0.0,0.0,0.0,,,,0.20042194970496247,0.711864406779661,0.011864406577611373,1862,64.6500015258789,64.6500015258789,64.6500015258789,,,
2023-07-09,4,118.0,118.0,118.0,77.0,77.0,77.0,,,,884.5744992854486,,,63.42599027102154,91.0,51.0,,,,,94.93183765305213,100.0,89.4000015258789,0.0,0.0,0.0,,,,0.19575718152392857,0.3745762776520293,0.04745762631044549,1283,64.8499984741211,64.8499984741211,64.8499984741211,,,
2023-07-10,37,126.0,126.0,126.0,77.0,77.0,77.0,,,,1784.5904972047022,,,66.16122307157748,103.0,49.0,,,,,92.67380697670745,100.0,88.30000305175781,0.0,0.0,0.0,,,,0.1535133484785931,1.01525426315049,0.011864406577611373,2681,64.80000305175781,64.80000305175781,64.80000305175781,,,
2023-07-11,28,,,,,,,,,,1734.259474803696,,,68.11952744961779,103.0,50.0,,,,,94.32973891229254,100.0,89.30000305175781,0.0,0.0,0.0,,,,0.17701344546254286,1.0508474576271187,0.011864406577611373,2477,,,,,,
2023-07-12,57,115.0,115.0,115.0,72.0,73.0,71.0,,,,2468.665488169799,4.0,2,68.66771406127259,132.0,55.0,,,,,94.81485867050456,99.5999984741211,90.30000305175781,0.0,0.0,0.0,,,,0.25412928421158476,1.5830508733199815,0.023728813155222746,3595,65.0,65.0,65.0,,,
2023-07-13,7,114.0,114.0,114.0,80.0,80.0,80.0,,,,584.0637364921159,,,73.92386091127098,99.0,59.0,,,,,95.57016856730479,98.5,92.5999984741211,0.0,0.0,0.0,,,,0.2210494158914696,0.9423728554935779,0.011864406577611373,959,64.44999694824219,64.44999694824219,64.44999694824219,,,
2023-07-14,65,110.0,110.0,110.0,75.0,75.0,75.0,,,,2652.4278646315997,,,70.19214732453092,120.0,49.0,,,,,95.34319313783105,100.0,90.69999694824219,0.0,0.0,0.0,,,,0.1767675241026127,1.053654746779186,0.035593218722585904,4040,63.849998474121094,63.849998474121094,63.849998474121094,,,
2023-07-15,33,136.0,136.0,136.0,77.0,77.0,77.0,,,,2242.4579198422925,,,70.25225851285614,138.0,49.0,,,,,95.05787546708636,98.69999694824219,90.0999984741211,0.0,0.0,0.0,,,,0.16983601293919917,1.123728735972259,0.011864406577611373,3220,64.1500015258789,64.1500015258789,64.1500015258789,,,
2023-07-16,21,117.0,117.0,117.0,73.0,73.0,73.0,,,,1335.4594994966683,,,71.58964558721334,110.0,57.0,,,,,95.69224826716844,99.5999984741211,89.30000305175781,0.0,0.0,0.0,,,,0.17642624591362777,1.0508474576271187,0.035593218722585904,1995,64.44999694824219,64.44999694824219,64.44999694824219,,,
2023-07-17,8,106.0,106.0,106.0,72.0,72.0,72.0,,,1498.4999890327451,645.3632791812122,1.0,1,69.1174426685198,107.0,54.0,,,,,96.2973010170464,100.0,83.9000015258789,0.0,0.0,0.0,,,,0.16172570238349201,1.5457627894514698,0.011864406577611373,978,64.0999984741211,64.0999984741211,64.0999984741211,,,
2023-07-18,9,115.0,115.0,115.0,72.0,72.0,72.0,,,1498.4999890327451,1158.5897908606555,,,66.20257123002085,112.0,53.0,,,,,93.2165571311172,99.69999694824219,88.4000015258789,0.0,0.0,0.0,,,,0.18093369317199834,0.924342770724858,0.011864406577611373,1697,63.349998474121094,63.349998474121094,63.349998474121094,,,
2023-07-19,7,107.0,107.0,107.0,73.0,73.0,73.0,,,1121.7070224970698,375.9344154533294,,,,,,,,,,96.24306171362475,99.0999984741211,92.5,0.0,0.0,0.0,,,,0.22380340072771399,0.9081187003099289,0.059322033898305086,713,63.75,63.75,63.75,,,
2023-07-20,24,119.5,127.0,112.0,77.5,84.0,71.0,,,,1533.303715520589,,,69.88672689367617,105.0,51.0,,,,,96.62627189981818,100.0,89.80000305175781,0.0,0.0,0.0,,,,0.1852374284483467,1.1000000258623543,0.035593218722585904,2238,64.1500015258789,64.1500015258789,64.1500015258789,,,
2023-07-21,73,117.0,117.0,117.0,83.0,83.0,83.0,,,1489.0000195503235,2852.5904325882443,,,73.9041000694927,110.0,53.0,,,,,94.22379314803179,100.0,90.4000015258789,0.0,0.0,0.0,,,,0.23596978400445218,1.203477971686316,0.011864406577611373,4134,63.75,63.75,63.75,,,
2023-07-22,6,127.0,127.0,127.0,80.0,80.0,80.0,,,1503.4700694718977,710.8391634228601,,,71.13295346628679,109.0,54.0,,,,,96.0236206603566,100.0,91.9000015258789,0.0,0.0,0.0,,,,0.22309768569149538,1.0271186828613281,0.04745762631044549,1163,63.849998474121094,63.849998474121094,63.849998474121094,,,280753
2023-07-23,8,,,,,,,,,1490.0000042915347,755.5416950233274,,,76.98741721854304,117.0,60.0,,,,,,,,,,,,,,0.19679422753913697,0.6783248163719577,0.023728813155222746,1166,,,,,,
2023-07-24,,,,,,,,,,478.8510105227169,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,
